PRIMARY_KEY,STATE,YEAR,ENROLL,Total Expenditure,Instruction Expenditure,Support Services Expenditure,Other Expenditure,Capital Outlay Expenditure,GRADES_PK_G,GRADES_KG_G,GRADES_4_G,GRADES_8_G,GRADES_12_G,GRADES_1_8_G,GRADES_9_12_G,GRADES_ALL_G,Math Score Grade 4,Math Score Grade 8,Reading Score Grade 4,Reading Score Grade 8
2016_CONNECTICUT,CONNECTICUT,2016,499494,10826431,6110631,3307162,380996,620905,,,,,,,,,,,,
2017_CONNECTICUT,CONNECTICUT,2017,,,,,,,,,,,,,,,239.2376509,284.1443303,228.3553124,272.5377115
1992_DELAWARE,DELAWARE,1992,,638784,372722,194915,,30595,463,8025,8272,8012,6129,67495,28338,96296,217.8999724,262.8685854,206.3890517,261.5779209
1993_DELAWARE,DELAWARE,1993,104355,694534,394680,207850,26548,47372,565,8153,8285,8265,5882,67899,28930,97394,,,,
1994_DELAWARE,DELAWARE,1994,103782,732323,413915,217782,30320,50805,618,7523,8367,8563,5865,68678,29994,99290,,,,
1995_DELAWARE,DELAWARE,1995,106813,772669,431433,236288,35495,50074,670,7775,8527,8566,6211,68583,31433,100686,,,,
1996_DELAWARE,DELAWARE,1996,108461,823530,447461,245924,34748,72077,597,8002,8329,8820,6447,69382,32568,102547,215.0251017,266.7336733,212.0025633,
1997_DELAWARE,DELAWARE,1997,110245,889631,486550,265674,39021,73946,572,8039,8758,8905,6741,70161,33188,103921,,,,
1998_DELAWARE,DELAWARE,1998,111428,915207,511618,275898,41035,61153,602,8025,8538,8964,6770,71328,33307,105237,,,,
1999_DELAWARE,DELAWARE,1999,112320,960335,529808,291268,42056,70433,716,7779,8685,8957,6490,71779,32562,105057,,,,
2000_DELAWARE,DELAWARE,2000,112743,1040480,571982,313410,42630,79176,706,7691,8848,9075,7104,72404,33875,106985,,,224.3035584,267.0010285
2001_DELAWARE,DELAWARE,2001,112055,1175717,613955,349525,45976,132922,586,7615,9065,9396,7028,73059,34257,107902,,,,
2002_DELAWARE,DELAWARE,2002,111331,1246284,645895,352551,51060,154186,665,7761,9007,9961,7178,73795,34121,108581,,,,
2003_DELAWARE,DELAWARE,2003,111282,1317447,673997,367660,53399,171247,642,7904,9097,10222,7292,74352,34770,109764,235.8594245,277.1583689,223.9288114,253.1725937
2004_DELAWARE,DELAWARE,2004,111520,1373416,709545,393664,57010,158252,670,8279,8872,10494,7390,74650,35492,110812,,,,
2005_DELAWARE,DELAWARE,2005,112562,1480157,761786,424220,62086,172879,680,8511,8896,10492,7555,75448,36298,112426,239.7169124,280.9535428,225.8384591,258.7212747
2006_DELAWARE,DELAWARE,2006,114371,1646885,817872,467410,64658,227679,662,8604,8982,10262,7482,75730,37258,113650,,,,
2007_DELAWARE,DELAWARE,2007,114678,1705204,825084,481610,68343,245757,583,8817,9085,10176,7681,75619,37555,113757,241.7948949,282.9920827,225.0705423,254.8287924
2008_DELAWARE,DELAWARE,2008,114062,1746925,852701,494996,72590,241390,738,9458,9521,9908,8120,76615,38619,115972,,,,
2009_DELAWARE,DELAWARE,2009,116804,1798244,877678,496383,80812,254460,755,9537,9672,9519,8317,77418,39091,117264,239.4905694,283.829473,225.5130868,258.0485802
2010_DELAWARE,DELAWARE,2010,117628,1758988,901200,499586,79328,192826,1626,9810,9797,9504,8464,78843,39124,119593,,,,
2011_DELAWARE,DELAWARE,2011,119878,1808905,964284,497158,89576,182497,1402,10116,9691,9569,8570,79106,38322,118830,240.3598324,282.7699664,225.1305111,254.9352183
2012_DELAWARE,DELAWARE,2012,118624,1915966,1053066,531313,105134,149584,1291,10128,10089,9716,8365,79585,38022,118898,,,,
2013_DELAWARE,DELAWARE,2013,118685,1924626,1030897,560882,97722,157935,1413,10488,10069,9993,8536,81303,38483,121199,243.1077582,282.3382986,225.7716512,271.0090869
2014_DELAWARE,DELAWARE,2014,120623,1988535,1050647,582448,103583,171618,1520,10205,10278,10035,8688,82971,39346,123837,,,,
2015_DELAWARE,DELAWARE,2015,121845,1975093,1072395,583951,122741,103129,1553,10040,10533,10090,8782,83409,39845,124807,238.6780188,279.8102438,223.6986968,273.0480304
2016_DELAWARE,DELAWARE,2016,121225,2041952,1126775,588181,130187,104579,,,,,,,,,,,,
2017_DELAWARE,DELAWARE,2017,,,,,,,,,,,,,,,236.1275617,278.0234989,221.4822174,263.0890898
1992_FLORIDA,FLORIDA,1992,,11305642,5166374,3410440,,1667826,31464,161701,164416,142372,100835,1276685,511557,1819706,213.6897512,259.9088482,204.8826063,262.1189861
1993_FLORIDA,FLORIDA,1993,1980569,11425183,5333136,3557043,852220,1424334,34793,167140,168509,149054,100646,1313261,525569,1873623,,,,
1994_FLORIDA,FLORIDA,1994,2039884,12469073,5715125,3849613,898855,1769738,47993,172135,173297,155852,100720,1349538,541522,1939053,,,,
1995_FLORIDA,FLORIDA,1995,2107514,13473977,6113051,4077880,951023,2070572,51123,176767,173169,163521,99519,1385620,562712,1999455,,,,
1996_FLORIDA,FLORIDA,1996,2175352,13936240,6380643,4230355,992115,2042385,53979,176512,175240,169657,105469,1422671,589050,2065700,215.7635826,263.6393936,207.2976094,255.2266348
1997_FLORIDA,FLORIDA,1997,2241298,14564750,6725833,4370182,1040190,2111449,54044,174874,180873,173913,108366,1451398,613761,2119203,,,,
1998_FLORIDA,FLORIDA,1998,2292161,15155383,7160434,4604765,1073030,1949539,53969,174470,186203,179066,112724,1475585,633609,2163163,,,,
1999_FLORIDA,FLORIDA,1999,2333567,16156822,7611469,4934846,1131998,2092359,53783,174953,190744,181574,116259,1496757,655903,2206443,,,,
2000_FLORIDA,FLORIDA,2000,2377271,17180954,7751117,5113323,1151140,2792662,55120,175812,194320,185663,119809,1528970,674919,2259009,,,214.4045976,
2001_FLORIDA,FLORIDA,2001,2431884,18389394,8412975,5514993,1197780,2868679,57038,177225,196952,194250,130613,1563151,703064,2323253,,,,
2002_FLORIDA,FLORIDA,2002,2500179,19051049,8781232,5589428,1245146,2999914,51222,183270,197625,201159,137939,1574787,730650,2356659,,,,
2003_FLORIDA,FLORIDA,2003,2536699,20180142,9622598,5938231,1225274,2924134,49588,191986,178109,205443,144764,1590802,755252,2395642,233.7288115,271.3714902,218.0144882,255.3201152
2004_FLORIDA,FLORIDA,2004,2592997,21896220,10411050,6317387,1298226,3365514,47995,197163,197293,209559,149810,1612640,781538,2442173,,,,
2005_FLORIDA,FLORIDA,2005,2645280,23857012,11270907,6876508,1363005,3803764,47240,203325,195265,208413,157545,1622830,801629,2471699,238.9306496,274.0483769,219.4652222,257.6917319
2006_FLORIDA,FLORIDA,2006,2663973,26609155,12211602,7492039,1437303,4860930,46117,202063,199686,207213,162952,1618382,804951,2469450,,,,
2007_FLORIDA,FLORIDA,2007,2656176,29849892,13476109,8136539,1515095,5992654,46917,197467,195859,193970,169832,1611475,810952,2469344,242.02025,277.3834973,223.5349268,251.2877915
2008_FLORIDA,FLORIDA,2008,2645680,31219589,14392625,8465282,1558863,5980134,48233,193428,198129,200736,167705,1607634,781725,2437592,,,,
2009_FLORIDA,FLORIDA,2009,2623067,28867429,13884278,8067350,1546420,4533913,51495,196057,199322,198245,172321,1603349,783621,2438465,241.9449094,279.3352641,225.6734073,265.5131199
2010_FLORIDA,FLORIDA,2010,2627390,27267009,13869921,8069310,1573867,2944085,52779,197097,200682,201676,178315,1608622,784849,2446250,,,,
2011_FLORIDA,FLORIDA,2011,2636404,26991946,14284224,8077593,1637138,2217069,54938,203302,195625,200378,174371,1617862,792054,2464854,239.826451,277.8370352,224.5285854,274.6813995
2012_FLORIDA,FLORIDA,2012,2658559,25352047,13558844,7607362,1622628,1837264,55124,210489,195358,204116,183193,1626947,799602,2481673,,,,
2013_FLORIDA,FLORIDA,2013,2680074,25245400,13833236,7622221,1689414,1411455,56470,209318,198411,206698,183422,1647922,807034,2511426,241.6758096,280.8558396,227.4631766,265.9849815
2014_FLORIDA,FLORIDA,2014,2708022,26523658,14542370,7948773,1788820,1468023,58613,204552,202424,210397,189545,1670530,823249,2552392,,,,
2015_FLORIDA,FLORIDA,2015,2743641,27277049,14931173,8186082,1816178,1681665,60122,199514,215435,206785,192877,1692825,839773,2592720,242.6643209,275.323818,227.188969,247.6534449
2016_FLORIDA,FLORIDA,2016,2776933,27945116,15212112,8286140,1841593,1983363,,,,,,,,,,,,
2017_FLORIDA,FLORIDA,2017,,,,,,,,,,,,,,,246.3676958,279.1204152,228.2726221,280.49913
1992_GEORGIA,GEORGIA,1992,,5535942,3043984,1559059,,526644,3303,100745,99648,92374,63646,787599,315539,1106441,215.5949062,259.3594336,206.8441747,
1993_GEORGIA,GEORGIA,1993,893557,4647974,2538712,1323320,260423,439808,5534,103365,99802,97354,62704,801526,324879,1131939,,,,
1994_GEORGIA,GEORGIA,1994,1235304,6597359,3509251,1862815,405376,723316,12859,108398,101054,98982,64606,813393,336298,1162550,,,,
1995_GEORGIA,GEORGIA,1995,1270948,7292267,3813194,2009750,442434,898969,22621,111462,103072,100091,63736,831624,345419,1199664,,,,
1996_GEORGIA,GEORGIA,1996,1311126,7934236,4118122,2125775,509934,1042930,25522,112385,105333,102355,65527,852943,355911,1234376,215.4558617,262.4660209,209.8187039,
1997_GEORGIA,GEORGIA,1997,1346761,8483477,4504165,2274539,485635,1056516,29357,111081,108023,103107,69355,870113,365429,1264899,,,,
1998_GEORGIA,GEORGIA,1998,1375980,8990897,4822729,2477958,488371,1023011,30779,112287,112226,104863,71127,886320,371905,1289004,,,,
1999_GEORGIA,GEORGIA,1999,1401291,10106670,5328497,2710664,516763,1354872,31359,110359,116517,106688,72351,902312,378732,1312403,,,,
2000_GEORGIA,GEORGIA,2000,1422941,10884510,5701293,2931538,546396,1520834,32248,110960,116678,109124,72317,916775,384954,1333977,219.5567571,266.3320473,214.8184375,256.7349114
2001_GEORGIA,GEORGIA,2001,1444937,11853800,6336556,3131291,566956,1620496,33310,111173,116886,112145,75814,930712,395439,1359461,,,,
2002_GEORGIA,GEORGIA,2002,1470634,12690343,6894589,3341604,616115,1659378,34745,114772,118053,116150,78455,939044,407451,1381240,,,,
2003_GEORGIA,GEORGIA,2003,1495819,13516783,7352918,3615906,649880,1705482,36486,118849,117201,120694,81381,947846,419430,1403762,230.2549768,269.6770092,213.5972193,257.998089
2004_GEORGIA,GEORGIA,2004,1522424,13779680,7492703,3675160,659431,1767711,37791,122495,116129,122432,83872,958093,435058,1430942,,,,
2005_GEORGIA,GEORGIA,2005,1552758,14492666,7886069,3954215,658022,1794894,38633,128397,119028,123678,87800,978416,453015,1470064,233.6357378,272.1915644,214.4309205,250.4310564
2006_GEORGIA,GEORGIA,2006,1597682,15839227,8583817,4432252,708588,1930006,39318,130453,121155,126903,90402,996737,462649,1498704,,,,
2007_GEORGIA,GEORGIA,2007,1628409,17389530,9507096,4672304,757339,2271958,39908,129791,125404,124544,95443,1008878,471012,1519798,235.2090171,274.7786646,218.8881713,266.4078816
2008_GEORGIA,GEORGIA,2008,1646010,19172087,10289480,5115445,813562,2703375,40726,129336,127285,123857,96131,1015622,470108,1526456,,,,
2009_GEORGIA,GEORGIA,2009,1649598,19025136,10063924,5135180,837062,2712073,41940,131325,130091,124084,97779,1021486,472934,1536360,236.0295729,277.5611997,217.8481057,271.8101332
2010_GEORGIA,GEORGIA,2010,1660643,17834488,9841382,5059938,822517,1814143,42816,132008,131326,123794,100392,1027655,474588,1545059,,,,
2011_GEORGIA,GEORGIA,2011,1666039,17187481,9671343,5005101,874605,1368395,45353,133372,128827,126785,98625,1032525,473766,1551644,238.3665421,278.4836192,220.8107201,265.8394755
2012_GEORGIA,GEORGIA,2012,1669156,17400209,9611118,5043644,917885,1566020,45252,136837,128538,128432,101078,1040200,481043,1566495,,,,
2013_GEORGIA,GEORGIA,2013,1682620,17317504,9555687,4956142,932291,1632844,45427,136658,129329,131295,103094,1051792,490032,1587251,240.0472366,279.1791109,221.8367125,247.7391537
2014_GEORGIA,GEORGIA,2014,1699185,17668352,9635641,5197804,967343,1642099,46150,133616,131377,133128,106405,1063066,501605,1610821,,,,
2015_GEORGIA,GEORGIA,2015,1717805,18501103,10081483,5324072,996277,1879063,46685,128788,134343,131509,109345,1067899,513865,1628449,236.4525193,278.7117968,222.0134973,277.1913634
2016_GEORGIA,GEORGIA,2016,1727085,19158388,10534931,5554271,1029127,1834767,,,,,,,,,,,,
2017_GEORGIA,GEORGIA,2017,,,,,,,,,,,,,,,236.383603,281.0354875,219.6829252,266.553369
1992_HAWAII,HAWAII,1992,,1040121,536115,291376,,126212,525,14440,13754,11750,9051,107242,43882,151649,214.0566661,257.4108874,200.8802722,
1993_HAWAII,HAWAII,1993,177448,1063090,580597,304362,95700,82431,532,15199,14813,13245,10201,115852,48728,165112,,,,
1994_HAWAII,HAWAII,1994,181212,1146267,615270,322736,93482,114779,631,15678,14572,13592,10473,117320,50083,168034,,,,
1995_HAWAII,HAWAII,1995,183869,1157159,636952,328579,96922,94706,609,16562,14867,13793,10478,118453,51471,170533,,,,
1996_HAWAII,HAWAII,1996,187104,1231550,671105,328131,103048,129266,694,16129,14864,13786,10466,119309,51427,171430,214.9655616,262.1300817,199.7016816,260.800208
1997_HAWAII,HAWAII,1997,187653,1241375,685225,326596,105850,123704,606,15473,15127,13829,10266,120253,53448,174307,,,,
1998_HAWAII,HAWAII,1998,189887,1266378,712023,328519,104350,121486,674,15019,15215,13339,10384,118938,53338,172950,,,,
1999_HAWAII,HAWAII,1999,188069,1357649,718107,350077,108410,181055,824,14618,15703,13175,10818,117754,52565,171143,,,,
2000_HAWAII,HAWAII,2000,185860,1363511,765134,373038,109367,115972,840,14071,15291,13424,10408,117339,52031,170210,215.8467986,262.7725605,207.5854427,260.1348707
2001_HAWAII,HAWAII,2001,184360,1363164,732512,412203,105505,112944,917,13822,14886,13705,10632,117080,52613,170610,,,,
2002_HAWAII,HAWAII,2002,184546,1436637,815123,457784,121615,42115,1031,13377,14653,13875,10401,116402,52922,170355,,,,
2003_HAWAII,HAWAII,2003,183829,1602392,888473,521929,128941,63049,1175,13779,14538,14543,10627,115060,53519,169754,226.8346102,265.728581,208.2595675,251.0075004
2004_HAWAII,HAWAII,2004,183609,1734591,943647,544864,129740,116340,1288,13576,14289,14422,10794,113811,54292,169391,,,,
2005_HAWAII,HAWAII,2005,183185,1765805,1007207,559178,137949,61471,1412,14236,14127,13696,10899,111731,55258,168401,230.0968754,265.6293191,209.5787676,264.7581061
2006_HAWAII,HAWAII,2006,182818,1939968,1077351,643718,143911,74988,1486,13953,13687,13512,10675,110480,54636,166602,,,,
2007_HAWAII,HAWAII,2007,180728,2199604,1177781,732536,151243,138044,1531,15042,13652,13420,11234,108882,54246,164659,234.286135,268.7720134,213.496555,267.0556914
2008_HAWAII,HAWAII,2008,179897,2242408,1281836,742938,123179,94455,1607,15475,13739,12665,11326,108733,53481,163821,,,,
2009_HAWAII,HAWAII,2009,179478,2318671,1402305,718309,129473,68584,1547,15970,14249,12967,10621,109861,52630,164038,235.6797808,273.7586067,210.6164187,264.9989661
2010_HAWAII,HAWAII,2010,180196,2215458,1321657,697833,123051,72917,1393,16028,13457,12567,10818,109990,51975,163358,,,,
2011_HAWAII,HAWAII,2011,179601,2259104,1253534,786284,133810,85476,1492,16827,14353,12783,11084,112565,51598,165655,238.8219278,277.8362111,213.6145712,242.0563682
2012_HAWAII,HAWAII,2012,182706,2344733,1262938,814511,143188,124096,1509,17497,14572,12791,10721,114462,51069,167040,,,,
2013_HAWAII,HAWAII,2013,184760,2345917,1283872,770643,144746,146656,1577,17561,14810,13228,10925,116670,50806,169053,243.3086189,281.4129223,214.8438799,276.9943674
2014_HAWAII,HAWAII,2014,186825,2504144,1386369,798677,145898,173200,1489,11661,15221,12587,10644,117974,50925,170388,,,,
2015_HAWAII,HAWAII,2015,182384,2521004,1377713,835930,145560,161801,1586,14860,15196,13129,10741,114924,50219,166729,237.8958068,279.340145,215.124313,263.3830014
2016_HAWAII,HAWAII,2016,181995,2733094,1468044,901508,146892,216650,,,,,,,,,,,,
2017_HAWAII,HAWAII,2017,,,,,,,,,,,,,,,237.9197687,277.3368458,216.3645366,266.3304408
1992_IDAHO,IDAHO,1992,,886161,473505,246320,,111353,1231,16018,18607,18880,14593,146573,66541,214345,221.5625345,275.0902941,,
1993_IDAHO,IDAHO,1993,231632,899819,499914,260805,41238,81359,1389,17039,18665,19185,15044,147789,69287,218465,,,,
1994_IDAHO,IDAHO,1994,236774,974781,538783,273654,44562,99924,1501,17260,18361,19680,15780,150126,71561,223188,,,,
1995_IDAHO,IDAHO,1995,240448,1108075,602038,301143,46107,134550,1665,17750,17640,20129,16093,150141,73541,225347,,,,
1996_IDAHO,IDAHO,1996,243097,1198223,642377,327291,47750,157468,1689,17562,18085,19998,17075,150168,75833,227690,,,,255.7265305
1997_IDAHO,IDAHO,1997,245252,1293705,680063,353044,51999,178703,2109,17499,18527,19696,17020,149216,75579,226904,,,,
1998_IDAHO,IDAHO,1998,244403,1342719,714369,377484,53790,165324,2123,17318,18510,19073,17255,149163,76118,227404,,,,
1999_IDAHO,IDAHO,1999,244623,1409367,763181,408262,57605,148467,2158,17024,19125,18589,17811,149624,76314,228096,,,,
2000_IDAHO,IDAHO,2000,245226,1467977,798629,425211,59735,153472,2174,17093,18964,19045,17371,151139,74696,228009,226.8937845,277.9179135,220.217617,250.4508033
2001_IDAHO,IDAHO,2001,243926,1535485,853733,461819,64896,124442,2341,17869,18974,19592,17628,151213,75098,228652,,,,
2002_IDAHO,IDAHO,2002,244937,1666027,896815,499035,67785,167918,2517,17965,18849,19647,17484,152767,75355,230639,,,,
2003_IDAHO,IDAHO,2003,248515,1726941,924434,510284,69672,185850,2672,18590,18710,20091,17462,154162,76696,233530,234.9437647,279.9392668,218.2598855,267.5926409
2004_IDAHO,IDAHO,2004,252037,1744954,943113,507529,72821,183197,2585,19603,18856,20299,17506,156033,77863,236481,,,,
2005_IDAHO,IDAHO,2005,253782,1819519,989703,531569,77321,181622,2784,19987,19860,20674,17876,160058,79153,241995,241.6501157,280.9668966,221.8595114,264.0127592
2006_IDAHO,IDAHO,2006,258314,1903720,1027985,557225,82623,189807,2787,20922,19989,20540,18322,163296,80375,246458,,,,
2007_IDAHO,IDAHO,2007,262935,1960472,1069134,590192,86738,163583,2880,21295,20658,20557,18598,166996,80948,250824,240.9028435,283.5075958,223.4040653,264.5448307
2008_IDAHO,IDAHO,2008,265844,2001328,1124302,627415,94898,93431,2797,21516,21450,20623,18826,169241,81497,253535,,,,
2009_IDAHO,IDAHO,2009,267951,2078446,1157633,646213,100576,111190,2646,21605,21337,21019,19250,170477,81571,254694,241.0428023,287.3052151,221.0229244,242.4904243
2010_IDAHO,IDAHO,2010,266613,2098737,1159932,638912,100157,135181,1821,21144,21575,20588,19362,171179,81715,254715,,,,
2011_IDAHO,IDAHO,2011,265713,1960818,1104553,613667,98963,83524,1338,21901,21835,21172,19423,174825,81809,257972,240.3288325,286.6750633,220.8297706,272.34996
2012_IDAHO,IDAHO,2012,267556,1911706,1073312,609786,102831,69239,2683,22409,21884,21670,19130,177111,82631,262425,,,,
2013_IDAHO,IDAHO,2013,272070,1967676,1113400,631575,107264,62882,4081,23396,22803,21991,21063,181856,87143,273080,240.7220198,286.4138816,219.302986,265.8282971
2014_IDAHO,IDAHO,2014,281452,2012852,1108768,650395,109175,91323,2597,21509,22799,22407,19879,181354,85232,269183,,,,
2015_IDAHO,IDAHO,2015,274131,2029520,1130814,663005,108684,75680,2549,20988,22812,22350,20087,182320,86334,271203,238.7996247,283.7423253,221.6900662,262.2686053
2016_IDAHO,IDAHO,2016,274849,2100980,1171313,689190,111297,74932,,,,,,,,,,,,
2017_IDAHO,IDAHO,2017,,,,,,,,,,,,,,,239.9675141,284.3717329,222.7910657,260.9823189
1992_ILLINOIS,ILLINOIS,1992,,9850560,5010400,3148849,,727858,39682,139237,133120,134317,106475,1111167,495562,1646411,,,,
1993_ILLINOIS,ILLINOIS,1993,1856841,10744695,5520683,3352722,426411,852085,42359,144758,138827,138518,106519,1114636,503024,1660019,,,,
1994_ILLINOIS,ILLINOIS,1994,1875956,10743708,5727974,3468903,446271,508619,42938,146314,143030,135134,109360,1123470,513525,1679933,,,,
1995_ILLINOIS,ILLINOIS,1995,1897161,11821661,6031588,3778799,457236,1023865,45947,151485,142660,132678,107244,1136499,518032,1700478,,,,
1996_ILLINOIS,ILLINOIS,1996,1924970,12423100,6303563,3960659,474624,1112689,50857,152268,145919,141348,123783,1206546,559275,1816678,,,,253.2129518
1997_ILLINOIS,ILLINOIS,1997,1952892,13920593,6881301,4240388,527869,1598074,55835,153934,146478,145853,129084,1225615,558129,1839579,,,,
1998_ILLINOIS,ILLINOIS,1998,1972406,15207067,7391186,4544061,637882,1917001,59389,150953,152841,148529,127506,1238890,558505,1856784,,,,
